letter_id,offer_or_rejection,job,start_date,next_steps,rejection_date,denial_reason
3870,Offer,Associate Professor,2000-07-15 19:28:05,Awaiting Response,2020-12-15 04:38:55,Not Qualified
3871,Rejection,Associate Professor,2012-05-10 19:19:32,Awaiting Response,2000-07-12 16:01:45,Not Qualified
3872,Offer,Associate Professor,2000-08-05 11:35:04,Awaiting Response,2019-07-28 02:34:22,Not Qualified
3873,Offer,Assistant Professor,2001-05-22 21:50:03,Awaiting Response,2001-12-24 14:34:37,Incomplete Application
3874,Offer,Associate Professor,2016-04-03 14:54:20,Awaiting Response,2010-07-03 01:37:33,Not Qualified
3875,Offer,Assistant Professor,2020-01-21 01:03:26,Awaiting Response,2006-12-22 08:34:29,Not Qualified
3876,Offer,Assistant Professor,2006-04-09 20:07:13,Awaiting Response,2000-08-27 02:29:18,Position Filled
3877,Offer,Professor,2020-11-22 15:23:08,Awaiting Response,2009-02-03 07:09:39,Not Qualified
3878,Offer,Assistant Professor,2018-06-18 01:26:48,Awaiting Response,2018-09-02 09:28:27,Not Qualified
3879,Rejection,Associate Professor,2023-10-14 13:27:40,Awaiting Response,2007-02-16 07:53:47,Incomplete Application
3880,Rejection,Associate Professor,2021-02-09 08:58:48,Awaiting Response,2013-06-05 22:59:49,Not Qualified
3881,Offer,Assistant Professor,2010-11-01 03:44:04,Awaiting Response,2000-01-22 12:47:12,Position Filled
3882,Offer,Professor,2010-04-03 18:40:22,Awaiting Response,2019-05-21 07:41:33,Position Filled
3883,Rejection,Assistant Professor,2006-01-04 12:34:11,Awaiting Response,2001-10-04 04:01:53,Position Filled
3884,Offer,Professor,2009-07-08 05:23:06,Awaiting Response,2006-07-07 18:02:52,Incomplete Application
3885,Rejection,Professor,2006-10-13 23:50:40,Awaiting Response,2004-02-18 03:47:22,Position Filled
3886,Offer,Professor,2003-06-06 01:55:11,Awaiting Response,2008-05-16 00:07:22,Not Qualified
3887,Rejection,Associate Professor,2019-01-02 06:13:19,Awaiting Response,2016-02-23 13:30:32,Incomplete Application
3888,Rejection,Assistant Professor,2000-03-06 04:19:27,Awaiting Response,2022-05-15 21:02:28,Position Filled
3889,Rejection,Professor,2012-01-28 21:04:13,Awaiting Response,2000-04-12 01:10:55,Position Filled
3890,Offer,Assistant Professor,2018-11-04 21:06:13,Awaiting Response,2013-01-28 09:02:19,Position Filled
3891,Offer,Associate Professor,2018-03-18 21:53:45,Awaiting Response,2002-07-06 11:12:17,Incomplete Application
3892,Rejection,Assistant Professor,2011-06-02 21:07:02,Awaiting Response,2002-03-05 08:41:04,Incomplete Application
3893,Rejection,Professor,2008-10-04 16:23:45,Awaiting Response,2009-05-26 07:37:54,Incomplete Application
3894,Offer,Associate Professor,2015-03-19 14:11:58,Awaiting Response,2020-11-24 19:39:13,Incomplete Application
3895,Offer,Assistant Professor,2003-01-17 15:11:06,Awaiting Response,2020-06-09 00:07:34,Not Qualified
3896,Rejection,Assistant Professor,2023-12-24 23:08:10,Awaiting Response,2009-04-11 09:52:59,Incomplete Application
3897,Rejection,Assistant Professor,2000-10-09 01:00:06,Awaiting Response,2014-06-20 02:25:17,Not Qualified
3898,Rejection,Associate Professor,2013-12-17 00:40:20,Awaiting Response,2023-06-27 12:46:45,Position Filled
3899,Rejection,Assistant Professor,2015-09-21 18:50:48,Awaiting Response,2021-09-12 11:26:55,Not Qualified
3900,Offer,Associate Professor,2022-03-24 13:04:37,Awaiting Response,2020-03-22 18:30:24,Position Filled
3901,Rejection,Associate Professor,2001-12-27 22:20:34,Awaiting Response,2003-03-05 18:14:47,Position Filled
3902,Rejection,Assistant Professor,2012-02-24 22:54:19,Awaiting Response,2007-04-07 23:41:19,Not Qualified
3903,Rejection,Assistant Professor,2015-03-16 16:02:22,Awaiting Response,2003-07-01 03:11:08,Position Filled
3904,Offer,Assistant Professor,2016-07-11 17:29:25,Awaiting Response,2007-08-06 14:25:40,Incomplete Application
3905,Offer,Associate Professor,2000-06-25 07:02:40,Awaiting Response,2013-03-08 05:13:19,Incomplete Application
3906,Offer,Associate Professor,2022-11-15 12:23:06,Awaiting Response,2011-03-02 08:17:06,Position Filled
3907,Offer,Assistant Professor,2004-06-17 05:29:55,Awaiting Response,2019-08-09 06:16:00,Incomplete Application
3908,Offer,Associate Professor,2011-03-09 08:31:31,Awaiting Response,2014-03-16 16:58:39,Position Filled
3909,Rejection,Professor,2023-11-10 00:04:00,Awaiting Response,2017-07-27 05:35:56,Incomplete Application
3910,Offer,Professor,2006-05-15 06:55:45,Awaiting Response,2009-06-05 18:00:29,Incomplete Application
3911,Rejection,Assistant Professor,2016-11-23 19:13:17,Awaiting Response,2002-01-27 02:54:48,Position Filled
3912,Offer,Professor,2010-11-06 02:45:28,Awaiting Response,2023-10-07 11:04:50,Not Qualified
3913,Rejection,Professor,2012-10-26 03:30:29,Awaiting Response,2022-03-25 18:02:37,Not Qualified
3914,Rejection,Associate Professor,2005-05-03 15:42:18,Awaiting Response,2017-03-20 22:17:20,Position Filled
3915,Rejection,Professor,2005-02-14 18:35:48,Awaiting Response,2022-07-01 05:03:33,Not Qualified
3916,Rejection,Professor,2016-01-15 22:46:29,Awaiting Response,2023-07-07 15:35:01,Position Filled
3917,Offer,Professor,2013-02-09 01:15:21,Awaiting Response,2001-12-02 11:59:57,Not Qualified
3918,Offer,Assistant Professor,2016-06-26 19:35:49,Awaiting Response,2000-08-25 10:50:43,Incomplete Application
3919,Offer,Associate Professor,2003-07-10 17:18:30,Awaiting Response,2003-10-14 22:00:52,Incomplete Application
3920,Offer,Professor,2001-10-09 17:03:43,Awaiting Response,2000-04-25 10:08:36,Position Filled
3921,Offer,Assistant Professor,2014-07-21 21:47:27,Awaiting Response,2014-07-20 20:37:29,Position Filled
3922,Offer,Assistant Professor,2012-03-16 07:55:59,Awaiting Response,2018-03-21 01:05:25,Position Filled
3923,Rejection,Associate Professor,2012-06-13 06:44:32,Awaiting Response,2007-01-20 19:16:02,Not Qualified
3924,Rejection,Associate Professor,2017-03-19 08:26:51,Awaiting Response,2014-12-17 23:41:18,Position Filled
3925,Rejection,Assistant Professor,2015-08-03 11:10:32,Awaiting Response,2013-07-10 16:10:17,Not Qualified
3926,Rejection,Assistant Professor,2023-04-08 14:34:12,Awaiting Response,2020-12-11 10:28:48,Not Qualified
3927,Rejection,Professor,2021-07-27 10:29:05,Awaiting Response,2011-02-20 21:39:54,Position Filled
3928,Offer,Assistant Professor,2000-11-25 08:48:20,Awaiting Response,2023-10-04 08:05:37,Position Filled
3929,Offer,Associate Professor,2023-12-24 07:37:56,Awaiting Response,2020-08-12 14:21:03,Incomplete Application
3930,Rejection,Associate Professor,2003-09-15 02:08:16,Awaiting Response,2015-12-28 16:56:54,Not Qualified
3931,Rejection,Assistant Professor,2022-06-07 03:20:28,Awaiting Response,2012-10-20 14:59:25,Not Qualified
3932,Offer,Associate Professor,2014-02-14 08:39:02,Awaiting Response,2017-02-16 03:07:32,Not Qualified
3933,Rejection,Assistant Professor,2021-10-11 15:50:21,Awaiting Response,2014-07-25 12:13:43,Position Filled
3934,Rejection,Assistant Professor,2018-02-01 14:51:49,Awaiting Response,2004-11-11 11:08:36,Incomplete Application
3935,Offer,Associate Professor,2009-07-11 23:32:28,Awaiting Response,2008-03-08 06:55:30,Position Filled
3936,Offer,Associate Professor,2022-10-20 12:40:01,Awaiting Response,2015-09-14 10:05:48,Not Qualified
3937,Rejection,Assistant Professor,2007-02-06 14:31:16,Awaiting Response,2000-07-13 23:25:06,Not Qualified
3938,Rejection,Professor,2006-08-27 14:10:45,Awaiting Response,2023-09-18 10:52:42,Position Filled
3939,Rejection,Associate Professor,2006-10-16 06:32:29,Awaiting Response,2006-12-24 16:12:33,Position Filled
3940,Rejection,Associate Professor,2009-02-06 00:07:22,Awaiting Response,2023-07-22 05:49:17,Incomplete Application
3941,Offer,Assistant Professor,2011-05-13 20:24:55,Awaiting Response,2001-07-16 00:09:42,Position Filled
3942,Rejection,Professor,2010-11-06 06:00:41,Awaiting Response,2020-02-24 11:25:30,Position Filled
3943,Offer,Assistant Professor,2014-09-13 17:27:57,Awaiting Response,2001-06-08 14:49:04,Incomplete Application
3944,Rejection,Assistant Professor,2010-11-18 00:27:40,Awaiting Response,2013-03-27 05:27:21,Incomplete Application
3945,Rejection,Associate Professor,2016-04-15 03:51:42,Awaiting Response,2002-12-28 15:55:25,Incomplete Application
3946,Offer,Professor,2023-11-08 11:38:20,Awaiting Response,2014-04-27 13:36:00,Position Filled
3947,Offer,Associate Professor,2015-08-14 14:15:25,Awaiting Response,2000-02-04 00:34:24,Not Qualified
3948,Rejection,Professor,2011-12-27 02:07:40,Awaiting Response,2001-01-05 01:20:57,Position Filled
3949,Rejection,Professor,2021-03-18 16:25:29,Awaiting Response,2022-01-08 06:09:38,Not Qualified
3950,Offer,Professor,2000-07-23 00:43:42,Awaiting Response,2015-12-11 10:24:05,Incomplete Application
3951,Offer,Professor,2023-02-12 07:26:52,Awaiting Response,2022-06-22 06:26:38,Not Qualified
3952,Offer,Assistant Professor,2020-11-13 02:39:13,Awaiting Response,2006-10-12 02:14:38,Not Qualified
3953,Offer,Assistant Professor,2009-04-10 18:31:14,Awaiting Response,2016-05-02 10:46:14,Position Filled
3954,Offer,Assistant Professor,2006-06-17 21:23:11,Awaiting Response,2003-12-28 21:46:34,Position Filled
3955,Rejection,Professor,2021-03-06 11:35:36,Awaiting Response,2002-10-11 14:45:05,Not Qualified
3956,Rejection,Professor,2013-09-14 09:40:55,Awaiting Response,2022-01-24 13:55:39,Incomplete Application
3957,Offer,Assistant Professor,2023-10-27 17:27:23,Awaiting Response,2015-03-11 03:18:06,Position Filled
3958,Rejection,Associate Professor,2015-04-17 02:58:10,Awaiting Response,2022-05-18 06:20:56,Incomplete Application
3959,Rejection,Assistant Professor,2015-09-14 00:15:32,Awaiting Response,2007-11-05 01:53:51,Incomplete Application
3960,Offer,Associate Professor,2004-05-16 22:12:19,Awaiting Response,2005-08-12 05:21:37,Not Qualified
3961,Rejection,Associate Professor,2013-09-28 09:52:58,Awaiting Response,2020-05-28 18:51:11,Incomplete Application
3962,Offer,Professor,2022-02-09 00:27:12,Awaiting Response,2022-05-10 19:41:46,Position Filled
3963,Offer,Assistant Professor,2003-08-19 12:03:36,Awaiting Response,2011-06-05 23:18:40,Not Qualified
3964,Rejection,Professor,2004-08-21 11:08:00,Awaiting Response,2000-05-17 01:04:42,Incomplete Application
3965,Offer,Assistant Professor,2012-05-20 12:18:49,Awaiting Response,2012-12-26 17:54:47,Not Qualified
3966,Rejection,Professor,2016-12-16 13:26:49,Awaiting Response,2012-01-14 17:10:40,Position Filled
3967,Offer,Professor,2018-08-13 21:43:17,Awaiting Response,2013-05-09 00:08:58,Incomplete Application
3968,Offer,Assistant Professor,2020-12-13 03:58:25,Awaiting Response,2006-03-02 17:16:44,Position Filled
3969,Offer,Assistant Professor,2001-02-23 00:44:49,Awaiting Response,2021-04-27 14:41:54,Position Filled
3970,Rejection,Assistant Professor,2019-01-15 17:16:01,Awaiting Response,2007-02-21 02:50:01,Incomplete Application
3971,Offer,Assistant Professor,2014-03-22 03:57:06,Awaiting Response,2018-03-06 20:14:28,Incomplete Application
3972,Offer,Professor,2000-03-17 11:45:49,Awaiting Response,2021-09-28 16:12:52,Incomplete Application
3973,Offer,Assistant Professor,2009-08-18 02:26:34,Awaiting Response,2012-12-04 22:04:14,Position Filled
3974,Rejection,Assistant Professor,2019-03-11 08:19:55,Awaiting Response,2013-04-25 08:05:18,Not Qualified
3975,Rejection,Associate Professor,2002-09-16 08:55:41,Awaiting Response,2016-01-02 20:55:25,Position Filled
3976,Rejection,Associate Professor,2004-06-16 19:54:45,Awaiting Response,2013-09-06 08:03:08,Position Filled
3977,Offer,Associate Professor,2012-09-27 10:49:29,Awaiting Response,2014-09-26 23:03:43,Not Qualified
3978,Offer,Assistant Professor,2006-12-03 02:54:00,Awaiting Response,2003-07-16 05:41:59,Incomplete Application
3979,Rejection,Assistant Professor,2008-01-25 08:16:43,Awaiting Response,2019-12-05 23:02:10,Incomplete Application
3980,Rejection,Professor,2003-07-26 14:49:23,Awaiting Response,2010-01-06 01:41:25,Incomplete Application
3981,Offer,Associate Professor,2008-05-25 02:44:55,Awaiting Response,2004-05-12 08:54:54,Incomplete Application
3982,Offer,Professor,2005-09-06 18:50:56,Awaiting Response,2014-05-26 12:06:30,Not Qualified
3983,Offer,Assistant Professor,2016-11-08 07:50:54,Awaiting Response,2002-05-25 09:52:08,Position Filled
3984,Offer,Associate Professor,2000-01-05 06:05:41,Awaiting Response,2002-09-07 00:11:47,Incomplete Application
3985,Rejection,Associate Professor,2018-08-25 19:53:40,Awaiting Response,2001-10-10 11:17:07,Incomplete Application
3986,Offer,Professor,2000-09-16 01:15:48,Awaiting Response,2011-04-14 14:36:54,Incomplete Application
3987,Rejection,Professor,2019-05-23 03:03:19,Awaiting Response,2022-11-28 08:56:21,Not Qualified
3988,Rejection,Assistant Professor,2015-09-22 13:20:33,Awaiting Response,2020-01-16 23:50:17,Not Qualified
3989,Rejection,Associate Professor,2008-05-26 02:41:23,Awaiting Response,2003-07-02 18:26:05,Position Filled
3990,Rejection,Professor,2022-12-18 07:23:00,Awaiting Response,2003-12-03 12:54:12,Position Filled
3991,Offer,Professor,2001-05-17 02:21:45,Awaiting Response,2004-05-11 15:40:47,Incomplete Application
3992,Offer,Assistant Professor,2001-06-20 00:00:34,Awaiting Response,2007-02-01 23:34:36,Position Filled
3993,Offer,Professor,2008-11-09 15:49:34,Awaiting Response,2005-05-22 00:45:14,Not Qualified
3994,Rejection,Assistant Professor,2000-08-14 20:28:52,Awaiting Response,2009-12-26 13:27:29,Not Qualified
3995,Rejection,Professor,2005-06-07 14:33:38,Awaiting Response,2012-06-09 19:56:19,Position Filled
3996,Offer,Associate Professor,2021-03-17 11:51:25,Awaiting Response,2005-02-09 11:13:52,Incomplete Application
3997,Rejection,Assistant Professor,2023-02-20 19:34:35,Awaiting Response,2000-06-01 15:50:22,Incomplete Application
3998,Offer,Assistant Professor,2016-07-24 21:20:36,Awaiting Response,2017-03-28 09:18:04,Position Filled
3999,Rejection,Assistant Professor,2008-05-26 09:09:28,Awaiting Response,2011-06-21 20:01:01,Not Qualified
4000,Rejection,Professor,2009-06-14 13:31:29,Awaiting Response,2007-07-20 20:13:02,Incomplete Application
4001,Rejection,Associate Professor,2020-11-02 14:27:22,Awaiting Response,2016-06-25 19:51:49,Position Filled
4002,Rejection,Associate Professor,2022-12-16 14:46:04,Awaiting Response,2023-04-12 13:36:58,Incomplete Application
4003,Rejection,Assistant Professor,2012-03-15 21:57:57,Awaiting Response,2021-06-04 11:45:37,Not Qualified
4004,Offer,Professor,2001-02-25 17:44:00,Awaiting Response,2016-06-18 19:16:57,Not Qualified
4005,Offer,Assistant Professor,2023-06-09 22:22:46,Awaiting Response,2008-02-07 03:46:48,Not Qualified
4006,Offer,Associate Professor,2018-03-06 22:53:34,Awaiting Response,2013-09-08 21:55:32,Incomplete Application
4007,Offer,Assistant Professor,2004-04-14 01:25:33,Awaiting Response,2013-06-14 02:23:29,Position Filled
4008,Offer,Associate Professor,2020-05-03 02:39:28,Awaiting Response,2014-09-09 23:35:08,Position Filled
4009,Rejection,Associate Professor,2013-09-28 10:28:46,Awaiting Response,2021-05-08 09:25:52,Position Filled
4010,Rejection,Associate Professor,2020-08-26 20:22:41,Awaiting Response,2009-09-14 00:25:23,Incomplete Application
4011,Rejection,Professor,2006-12-14 14:09:15,Awaiting Response,2021-03-26 01:18:14,Incomplete Application
4012,Offer,Professor,2004-05-22 08:05:12,Awaiting Response,2021-01-20 01:20:09,Position Filled
4013,Offer,Associate Professor,2019-07-14 01:54:51,Awaiting Response,2004-03-20 18:53:07,Incomplete Application
4014,Offer,Assistant Professor,2020-07-14 22:00:38,Awaiting Response,2005-05-01 03:16:47,Position Filled
4015,Offer,Assistant Professor,2007-07-15 16:01:42,Awaiting Response,2013-09-02 16:59:22,Position Filled
4016,Rejection,Assistant Professor,2002-09-08 13:47:47,Awaiting Response,2007-01-14 00:37:29,Incomplete Application
4017,Offer,Associate Professor,2010-05-24 16:40:38,Awaiting Response,2013-06-05 16:15:52,Position Filled
4018,Rejection,Associate Professor,2020-08-14 15:38:38,Awaiting Response,2015-10-08 07:43:30,Incomplete Application
4019,Offer,Professor,2013-03-16 16:52:05,Awaiting Response,2016-01-17 01:17:22,Not Qualified
4020,Rejection,Professor,2021-02-02 17:42:53,Awaiting Response,2000-01-26 00:34:12,Not Qualified
4021,Rejection,Assistant Professor,2001-02-03 12:20:34,Awaiting Response,2016-11-06 07:07:23,Incomplete Application
4022,Rejection,Assistant Professor,2012-10-21 04:55:52,Awaiting Response,2017-10-02 07:11:15,Not Qualified
4023,Rejection,Associate Professor,2012-10-15 03:26:51,Awaiting Response,2008-06-19 13:45:45,Position Filled
4024,Rejection,Assistant Professor,2017-05-17 00:12:17,Awaiting Response,2003-08-28 21:15:41,Incomplete Application
4025,Rejection,Assistant Professor,2016-05-14 23:24:22,Awaiting Response,2020-08-27 18:05:09,Position Filled
4026,Rejection,Assistant Professor,2013-09-20 02:55:35,Awaiting Response,2017-04-17 04:13:52,Not Qualified
4027,Rejection,Associate Professor,2009-10-20 10:46:32,Awaiting Response,2009-12-19 10:08:13,Position Filled
4028,Rejection,Assistant Professor,2019-02-06 15:00:43,Awaiting Response,2002-07-25 07:34:00,Incomplete Application
4029,Offer,Assistant Professor,2010-06-09 21:36:28,Awaiting Response,2000-04-14 19:16:41,Not Qualified
4030,Rejection,Associate Professor,2004-09-07 01:23:42,Awaiting Response,2006-08-19 03:10:59,Position Filled
4031,Rejection,Associate Professor,2005-03-19 12:41:02,Awaiting Response,2013-04-23 10:27:34,Not Qualified
4032,Offer,Associate Professor,2020-02-24 16:13:03,Awaiting Response,2021-10-18 08:34:17,Incomplete Application
4033,Rejection,Assistant Professor,2022-06-22 08:58:17,Awaiting Response,2019-06-20 07:34:50,Incomplete Application
4034,Offer,Associate Professor,2004-10-06 19:10:56,Awaiting Response,2014-01-24 23:43:18,Incomplete Application
4035,Rejection,Professor,2007-05-01 21:29:54,Awaiting Response,2014-09-16 09:36:45,Incomplete Application
4036,Rejection,Assistant Professor,2009-07-07 04:25:51,Awaiting Response,2016-03-16 08:29:56,Incomplete Application
4037,Rejection,Assistant Professor,2015-03-01 01:40:06,Awaiting Response,2022-08-12 19:03:55,Position Filled
4038,Offer,Associate Professor,2020-08-07 02:54:01,Awaiting Response,2015-03-28 03:50:02,Incomplete Application
4039,Rejection,Associate Professor,2012-03-06 04:26:15,Awaiting Response,2013-05-04 22:27:04,Not Qualified
4040,Offer,Assistant Professor,2013-10-20 05:02:03,Awaiting Response,2017-10-14 22:19:44,Incomplete Application
4041,Rejection,Assistant Professor,2007-04-11 01:28:08,Awaiting Response,2006-01-02 15:46:25,Position Filled
4042,Rejection,Professor,2009-02-19 21:26:55,Awaiting Response,2009-06-13 22:38:22,Position Filled
4043,Offer,Assistant Professor,2020-03-24 06:07:40,Awaiting Response,2023-08-08 18:23:54,Position Filled
4044,Offer,Professor,2021-11-01 08:22:31,Awaiting Response,2008-10-10 17:44:58,Position Filled
4045,Offer,Associate Professor,2013-11-06 00:36:25,Awaiting Response,2008-11-04 16:28:32,Incomplete Application
4046,Rejection,Associate Professor,2021-04-06 16:23:32,Awaiting Response,2023-04-23 10:49:17,Incomplete Application
4047,Rejection,Associate Professor,2006-02-28 02:20:06,Awaiting Response,2017-06-04 07:23:46,Incomplete Application
4048,Rejection,Professor,2008-08-28 18:03:37,Awaiting Response,2020-09-20 23:28:06,Incomplete Application
4049,Rejection,Associate Professor,2002-11-22 11:44:25,Awaiting Response,2023-12-17 11:02:14,Position Filled
4050,Rejection,Assistant Professor,2020-06-01 08:39:55,Awaiting Response,2021-12-09 03:32:39,Not Qualified
4051,Offer,Professor,2017-12-04 04:47:23,Awaiting Response,2007-10-20 12:23:56,Incomplete Application
4052,Offer,Assistant Professor,2020-08-26 16:40:49,Awaiting Response,2003-11-28 01:44:39,Position Filled
4053,Offer,Associate Professor,2019-03-28 23:20:43,Awaiting Response,2000-04-04 03:59:45,Incomplete Application
4054,Rejection,Associate Professor,2005-04-07 10:50:35,Awaiting Response,2002-10-20 08:26:11,Incomplete Application
4055,Rejection,Associate Professor,2001-01-26 20:38:45,Awaiting Response,2004-05-05 18:41:41,Incomplete Application
4056,Offer,Professor,2001-03-10 23:51:45,Awaiting Response,2016-02-07 12:30:51,Not Qualified
4057,Rejection,Associate Professor,2019-08-03 14:23:52,Awaiting Response,2021-08-02 23:46:02,Position Filled
4058,Rejection,Professor,2008-01-09 21:50:17,Awaiting Response,2011-03-23 10:41:37,Position Filled
4059,Offer,Associate Professor,2001-05-06 19:38:58,Awaiting Response,2008-05-02 07:15:42,Incomplete Application
4060,Offer,Assistant Professor,2007-07-04 22:07:54,Awaiting Response,2006-02-11 10:13:58,Incomplete Application
4061,Offer,Professor,2000-02-23 20:31:16,Awaiting Response,2010-03-14 23:03:07,Position Filled
4062,Rejection,Assistant Professor,2017-06-10 03:08:16,Awaiting Response,2017-03-14 07:35:04,Not Qualified
4063,Offer,Professor,2014-09-26 04:07:01,Awaiting Response,2014-04-23 21:40:42,Incomplete Application
4064,Rejection,Associate Professor,2008-10-06 11:24:44,Awaiting Response,2023-09-25 20:11:12,Incomplete Application
4065,Rejection,Assistant Professor,2008-11-25 07:32:04,Awaiting Response,2017-04-01 06:54:54,Position Filled
4066,Rejection,Associate Professor,2004-02-14 03:54:32,Awaiting Response,2021-08-09 13:32:53,Incomplete Application
4067,Offer,Associate Professor,2007-01-09 16:49:35,Awaiting Response,2022-12-07 11:26:14,Incomplete Application
4068,Rejection,Assistant Professor,2021-01-04 17:08:18,Awaiting Response,2004-02-19 17:20:07,Incomplete Application
4069,Offer,Associate Professor,2009-01-13 05:23:09,Awaiting Response,2006-03-15 16:01:53,Incomplete Application
4070,Rejection,Assistant Professor,2022-04-14 08:07:11,Awaiting Response,2019-04-28 22:44:16,Not Qualified
4071,Offer,Assistant Professor,2020-12-08 20:09:35,Awaiting Response,2008-06-25 12:18:05,Not Qualified
4072,Rejection,Professor,2000-12-18 12:24:58,Awaiting Response,2019-08-06 19:17:52,Position Filled
4073,Offer,Professor,2019-02-21 03:18:46,Awaiting Response,2010-01-11 17:31:27,Position Filled
4074,Offer,Professor,2023-04-10 16:13:52,Awaiting Response,2001-07-21 05:37:11,Not Qualified
4075,Rejection,Professor,2011-12-25 11:53:28,Awaiting Response,2020-04-10 13:25:50,Incomplete Application
4076,Offer,Professor,2013-08-03 02:17:11,Awaiting Response,2022-10-18 19:57:14,Position Filled
4077,Rejection,Assistant Professor,2017-03-03 04:08:00,Awaiting Response,2016-03-19 21:04:11,Not Qualified
4078,Offer,Professor,2020-02-08 02:22:41,Awaiting Response,2010-05-19 20:19:28,Not Qualified
4079,Rejection,Assistant Professor,2002-06-14 07:09:49,Awaiting Response,2007-02-22 19:41:19,Not Qualified
4080,Rejection,Professor,2009-11-20 03:02:30,Awaiting Response,2001-03-08 07:41:16,Incomplete Application
4081,Offer,Associate Professor,2001-11-24 06:06:23,Awaiting Response,2004-04-05 10:10:42,Not Qualified
4082,Rejection,Professor,2021-07-08 04:42:36,Awaiting Response,2008-01-14 01:51:28,Position Filled
4083,Offer,Assistant Professor,2000-11-21 11:20:53,Awaiting Response,2015-12-04 04:19:15,Position Filled
4084,Rejection,Associate Professor,2008-01-01 17:36:54,Awaiting Response,2020-12-11 17:20:49,Position Filled
4085,Offer,Assistant Professor,2014-08-09 20:11:05,Awaiting Response,2002-07-01 01:46:10,Incomplete Application
4086,Offer,Assistant Professor,2004-06-10 08:59:44,Awaiting Response,2014-05-06 02:21:02,Not Qualified
4087,Rejection,Associate Professor,2000-09-25 10:18:07,Awaiting Response,2003-05-06 12:56:06,Incomplete Application
4088,Offer,Assistant Professor,2015-01-10 20:08:55,Awaiting Response,2012-07-23 13:03:33,Position Filled
4089,Offer,Professor,2002-08-08 13:12:12,Awaiting Response,2004-06-28 04:47:36,Incomplete Application
4090,Rejection,Professor,2016-11-11 05:51:44,Awaiting Response,2013-08-07 01:52:55,Not Qualified
4091,Offer,Professor,2011-06-28 05:48:11,Awaiting Response,2017-02-19 16:41:09,Position Filled
4092,Rejection,Assistant Professor,2008-05-21 14:51:15,Awaiting Response,2013-10-06 00:20:07,Incomplete Application
4093,Rejection,Assistant Professor,2006-03-10 07:40:27,Awaiting Response,2005-11-01 19:36:12,Incomplete Application
4094,Offer,Professor,2007-11-22 21:06:42,Awaiting Response,2011-05-23 01:48:31,Not Qualified
4095,Rejection,Professor,2002-10-20 23:23:07,Awaiting Response,2016-09-11 19:27:46,Incomplete Application
4096,Offer,Assistant Professor,2016-07-22 10:58:46,Awaiting Response,2022-12-21 01:33:48,Not Qualified
4097,Rejection,Associate Professor,2019-08-11 12:42:47,Awaiting Response,2020-10-02 23:49:07,Not Qualified
4098,Rejection,Assistant Professor,2005-07-28 19:10:50,Awaiting Response,2013-06-25 02:23:41,Not Qualified
4099,Rejection,Associate Professor,2002-07-04 16:42:28,Awaiting Response,2003-12-24 07:39:34,Position Filled
4100,Rejection,Professor,2013-12-17 00:13:18,Awaiting Response,2017-08-19 14:55:29,Not Qualified
4101,Rejection,Professor,2021-06-24 07:52:34,Awaiting Response,2015-12-12 00:58:59,Incomplete Application
4102,Offer,Assistant Professor,2009-12-02 00:08:24,Awaiting Response,2023-10-11 07:10:43,Not Qualified
4103,Rejection,Assistant Professor,2002-08-09 03:55:27,Awaiting Response,2019-10-21 05:09:31,Position Filled
4104,Rejection,Associate Professor,2000-05-19 06:57:18,Awaiting Response,2001-07-03 16:16:35,Position Filled
4105,Offer,Assistant Professor,2003-08-02 10:13:37,Awaiting Response,2000-02-22 20:39:13,Incomplete Application
4106,Rejection,Assistant Professor,2016-11-19 17:06:57,Awaiting Response,2023-06-02 16:27:14,Position Filled
4107,Offer,Associate Professor,2020-02-13 08:16:01,Awaiting Response,2020-03-17 17:02:09,Position Filled
4108,Offer,Professor,2022-11-12 17:17:43,Awaiting Response,2006-08-10 09:23:22,Not Qualified
4109,Offer,Assistant Professor,2011-08-26 12:27:35,Awaiting Response,2016-05-24 22:46:41,Position Filled
4110,Offer,Assistant Professor,2000-06-28 22:35:13,Awaiting Response,2000-01-10 04:18:48,Not Qualified
4111,Offer,Associate Professor,2004-10-05 21:03:18,Awaiting Response,2023-09-20 08:55:48,Position Filled
4112,Rejection,Assistant Professor,2009-07-19 20:06:53,Awaiting Response,2017-05-21 23:28:20,Not Qualified
4113,Offer,Professor,2021-12-26 11:01:24,Awaiting Response,2001-10-06 14:12:11,Not Qualified
4114,Rejection,Professor,2019-02-21 04:16:51,Awaiting Response,2007-12-27 15:57:53,Not Qualified
4115,Rejection,Assistant Professor,2022-06-05 04:38:44,Awaiting Response,2000-09-21 14:06:15,Not Qualified
4116,Offer,Professor,2013-02-26 14:12:22,Awaiting Response,2021-05-22 18:49:09,Incomplete Application
4117,Offer,Assistant Professor,2000-10-09 03:29:55,Awaiting Response,2015-04-10 18:27:03,Not Qualified
4118,Offer,Associate Professor,2013-01-25 18:39:30,Awaiting Response,2013-02-21 14:21:38,Position Filled
4119,Rejection,Associate Professor,2009-01-13 07:36:06,Awaiting Response,2001-07-05 22:29:29,Position Filled
4120,Offer,Associate Professor,2016-06-07 12:00:15,Awaiting Response,2015-03-27 22:28:36,Not Qualified
4121,Rejection,Assistant Professor,2020-09-12 02:18:30,Awaiting Response,2013-09-07 22:32:08,Position Filled
4122,Offer,Professor,2000-06-02 23:16:28,Awaiting Response,2008-10-11 15:49:32,Not Qualified
