name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Computer Science,CS,97,13,Arts
Computer Science,MATH,46,10,Engineering
Computer Science,PHYS,40,11,Engineering
Mathematics,PHYS,69,19,Science
Mathematics,PHYS,34,16,Engineering
Mathematics,PHYS,50,13,Engineering
Physics,MATH,43,17,Engineering
Mathematics,CS,81,6,Arts
Computer Science,PHYS,88,9,Engineering
Computer Science,CS,75,18,Engineering
Physics,CS,27,17,Science
Physics,CS,22,5,Science
Computer Science,MATH,41,8,Science
Physics,CS,23,11,Arts
Computer Science,CS,58,7,Engineering
Computer Science,CS,61,10,Arts
Mathematics,PHYS,45,5,Science
Computer Science,PHYS,80,16,Arts
Physics,PHYS,74,18,Engineering
Physics,PHYS,66,18,Arts
Physics,MATH,95,5,Science
Physics,PHYS,74,12,Science
Mathematics,PHYS,86,7,Arts
Physics,MATH,56,6,Science
Physics,MATH,61,16,Science
Physics,PHYS,95,11,Science
Mathematics,PHYS,20,10,Arts
Physics,MATH,34,13,Science
Computer Science,PHYS,50,7,Science
Computer Science,CS,80,20,Engineering
Mathematics,MATH,23,20,Science
Mathematics,MATH,62,11,Science
Mathematics,PHYS,21,10,Arts
Computer Science,MATH,69,20,Engineering
Computer Science,MATH,91,10,Science
Mathematics,PHYS,26,14,Engineering
Computer Science,PHYS,44,19,Arts
Physics,PHYS,56,20,Science
Computer Science,CS,83,13,Science
Computer Science,PHYS,42,8,Arts
Mathematics,MATH,28,6,Arts
Mathematics,CS,70,8,Engineering
Physics,MATH,38,13,Engineering
Physics,MATH,20,13,Engineering
Mathematics,MATH,70,12,Arts
Mathematics,CS,77,17,Science
Physics,CS,47,15,Engineering
Physics,MATH,43,19,Engineering
Computer Science,PHYS,22,17,Engineering
Mathematics,PHYS,45,12,Arts
Physics,PHYS,65,11,Science
Mathematics,CS,91,15,Science
Computer Science,PHYS,90,19,Science
Mathematics,MATH,100,5,Engineering
Computer Science,MATH,96,6,Engineering
Physics,CS,58,15,Science
Physics,CS,58,20,Arts
Computer Science,PHYS,88,17,Arts
Computer Science,PHYS,75,16,Science
Computer Science,CS,40,14,Arts
Mathematics,PHYS,45,16,Science
Physics,PHYS,31,5,Science
Computer Science,PHYS,26,8,Engineering
Physics,CS,21,16,Arts
Computer Science,CS,23,15,Science
Physics,MATH,44,6,Science
Mathematics,PHYS,20,19,Arts
Mathematics,PHYS,92,18,Engineering
Mathematics,CS,53,8,Science
Mathematics,PHYS,100,16,Science
Computer Science,CS,83,11,Arts
Physics,CS,65,20,Engineering
Computer Science,PHYS,88,20,Arts
Physics,CS,93,19,Arts
Mathematics,PHYS,46,7,Science
Physics,CS,55,14,Science
Computer Science,CS,78,11,Arts
Mathematics,CS,96,20,Science
Computer Science,MATH,40,6,Arts
Computer Science,CS,72,20,Science
Computer Science,MATH,31,10,Arts
Computer Science,CS,31,19,Science
Computer Science,PHYS,99,15,Engineering
Mathematics,PHYS,69,19,Science
Computer Science,CS,83,11,Arts
Computer Science,PHYS,42,20,Science
Mathematics,PHYS,65,9,Science
Computer Science,MATH,62,16,Engineering
Computer Science,CS,80,11,Science
Physics,CS,29,11,Science
Physics,MATH,77,10,Engineering
Physics,PHYS,55,11,Engineering
Mathematics,CS,90,9,Arts
Mathematics,CS,29,16,Engineering
Physics,CS,100,6,Science
Mathematics,MATH,87,12,Engineering
Computer Science,MATH,77,16,Engineering
Physics,MATH,75,16,Arts
Physics,CS,71,15,Arts
Computer Science,MATH,47,15,Science
Physics,PHYS,57,5,Engineering
Computer Science,CS,57,13,Science
Computer Science,MATH,88,9,Engineering
Physics,MATH,37,8,Arts
Mathematics,CS,26,16,Engineering
Mathematics,CS,58,5,Engineering
Computer Science,PHYS,49,10,Engineering
Computer Science,MATH,69,9,Science
Mathematics,CS,43,7,Arts
Computer Science,MATH,71,19,Arts
Computer Science,PHYS,74,18,Arts
Mathematics,MATH,67,18,Arts
Physics,CS,69,12,Engineering
Physics,PHYS,71,5,Arts
Computer Science,PHYS,98,5,Science
Physics,MATH,96,14,Engineering
Mathematics,MATH,36,8,Arts
Physics,PHYS,81,13,Arts
Mathematics,PHYS,25,6,Engineering
Physics,MATH,32,20,Engineering
Computer Science,CS,25,11,Engineering
Computer Science,PHYS,86,18,Engineering
Physics,MATH,32,7,Science
Computer Science,MATH,45,5,Arts
Computer Science,CS,29,7,Arts
Computer Science,MATH,51,19,Science
Computer Science,PHYS,67,17,Arts
Mathematics,CS,70,16,Arts
Physics,PHYS,31,6,Engineering
Mathematics,PHYS,23,12,Engineering
Computer Science,CS,94,18,Engineering
Physics,CS,85,8,Arts
Physics,MATH,33,16,Science
Computer Science,MATH,54,17,Engineering
Physics,PHYS,21,8,Engineering
Mathematics,MATH,46,14,Arts
Computer Science,MATH,91,15,Arts
Physics,PHYS,67,20,Engineering
Computer Science,CS,56,6,Arts
Physics,CS,68,13,Arts
Physics,CS,79,14,Arts
Mathematics,CS,27,9,Science
Mathematics,PHYS,39,13,Engineering
Mathematics,MATH,64,7,Engineering
Computer Science,CS,56,9,Arts
Computer Science,CS,34,7,Arts
Physics,CS,70,7,Arts
Computer Science,CS,64,16,Engineering
Computer Science,MATH,50,6,Engineering
Physics,PHYS,88,15,Science
Computer Science,PHYS,53,11,Arts
Computer Science,PHYS,83,14,Science
Physics,PHYS,44,14,Arts
Mathematics,CS,78,15,Engineering
Mathematics,CS,24,15,Engineering
Mathematics,MATH,24,7,Science
Physics,MATH,64,12,Arts
Computer Science,PHYS,82,12,Engineering
Computer Science,PHYS,69,11,Arts
Computer Science,MATH,70,10,Science
Mathematics,CS,90,7,Engineering
Mathematics,MATH,83,6,Arts
Physics,PHYS,24,12,Arts
Physics,CS,81,16,Engineering
Computer Science,CS,33,14,Science
Physics,PHYS,33,15,Engineering
Physics,MATH,73,7,Engineering
Physics,PHYS,42,7,Arts
Mathematics,CS,94,20,Engineering
Physics,MATH,80,8,Arts
Physics,MATH,42,17,Science
Mathematics,CS,63,8,Arts
Computer Science,MATH,54,5,Science
Computer Science,MATH,84,10,Arts
Mathematics,PHYS,80,5,Engineering
Mathematics,PHYS,58,13,Engineering
Computer Science,MATH,85,16,Engineering
Computer Science,PHYS,29,13,Science
Mathematics,MATH,84,16,Science
Mathematics,MATH,54,14,Arts
Mathematics,PHYS,100,15,Arts
Mathematics,PHYS,68,18,Engineering
Mathematics,CS,92,15,Science
Mathematics,PHYS,31,9,Science
Physics,CS,20,8,Arts
Computer Science,MATH,46,18,Engineering
Computer Science,MATH,33,16,Arts
Mathematics,CS,55,20,Engineering
Physics,PHYS,25,8,Engineering
Physics,MATH,98,11,Science
Mathematics,PHYS,35,17,Engineering
Computer Science,MATH,26,18,Engineering
Computer Science,CS,47,18,Arts
Mathematics,CS,89,11,Science
Physics,PHYS,87,20,Arts
Computer Science,MATH,64,5,Science
Computer Science,CS,35,7,Science
Mathematics,MATH,82,7,Engineering
Mathematics,CS,63,10,Arts
Mathematics,CS,98,6,Arts
Mathematics,PHYS,70,18,Arts
Mathematics,CS,83,7,Science
Physics,PHYS,68,12,Arts
Physics,CS,40,18,Science
Mathematics,CS,99,20,Science
Physics,PHYS,66,10,Engineering
Physics,PHYS,65,5,Engineering
Physics,CS,98,6,Engineering
Mathematics,MATH,32,19,Science
Physics,MATH,29,12,Science
Physics,MATH,67,9,Science
Computer Science,CS,73,11,Engineering
Mathematics,PHYS,42,13,Arts
Physics,MATH,44,17,Engineering
Computer Science,PHYS,71,10,Engineering
Physics,CS,89,11,Engineering
Computer Science,MATH,76,6,Science
Computer Science,CS,32,20,Science
Mathematics,MATH,72,16,Engineering
Computer Science,MATH,62,13,Science
Physics,PHYS,95,6,Engineering
Physics,MATH,58,12,Arts
Computer Science,CS,42,6,Arts
Physics,MATH,79,9,Arts
Computer Science,PHYS,89,12,Engineering
Physics,CS,79,13,Science
Physics,MATH,92,17,Science
Mathematics,CS,77,6,Arts
Computer Science,MATH,49,18,Science
Computer Science,MATH,93,18,Engineering
Physics,MATH,80,17,Science
Computer Science,PHYS,26,20,Arts
Physics,CS,64,7,Engineering
Computer Science,PHYS,53,19,Arts
Computer Science,MATH,100,7,Arts
Computer Science,PHYS,100,16,Science
Physics,MATH,48,11,Engineering
Mathematics,CS,45,5,Science
Computer Science,CS,67,9,Engineering
Mathematics,MATH,20,16,Arts
Mathematics,MATH,43,8,Engineering
Computer Science,MATH,83,13,Arts
Mathematics,PHYS,33,17,Science
Physics,PHYS,96,14,Arts
Physics,MATH,96,11,Engineering
Mathematics,MATH,89,18,Science
Physics,PHYS,64,20,Arts
Mathematics,PHYS,58,15,Arts
Mathematics,PHYS,39,17,Engineering
Computer Science,PHYS,63,19,Engineering
Mathematics,MATH,61,10,Engineering
Physics,PHYS,85,14,Engineering
Computer Science,MATH,42,20,Engineering
Mathematics,PHYS,39,7,Arts
Mathematics,MATH,38,10,Engineering
Mathematics,PHYS,91,14,Arts
Computer Science,CS,29,14,Science
Mathematics,CS,73,18,Arts
Computer Science,CS,35,11,Engineering
Physics,MATH,55,8,Science
Computer Science,CS,28,13,Science
Mathematics,MATH,36,15,Engineering
Computer Science,CS,79,9,Engineering
Mathematics,CS,26,19,Arts
Computer Science,MATH,69,7,Engineering
Physics,MATH,21,7,Science
Mathematics,CS,66,16,Engineering
Mathematics,CS,21,7,Engineering
Computer Science,CS,82,16,Arts
Computer Science,CS,91,17,Arts
Computer Science,PHYS,92,11,Engineering
Computer Science,PHYS,75,7,Science
Physics,CS,78,6,Arts
Physics,CS,94,17,Engineering
Mathematics,MATH,41,18,Science
Physics,MATH,98,16,Arts
Computer Science,PHYS,82,15,Arts
Mathematics,PHYS,75,18,Science
Computer Science,CS,83,19,Engineering
Mathematics,CS,88,13,Engineering
Mathematics,PHYS,89,11,Science
Computer Science,PHYS,85,19,Science
Mathematics,PHYS,36,20,Science
Mathematics,PHYS,77,19,Arts
Computer Science,PHYS,72,17,Arts
Computer Science,CS,94,13,Engineering
Physics,PHYS,68,12,Arts
Mathematics,MATH,52,7,Engineering
Computer Science,PHYS,98,8,Engineering
Computer Science,CS,64,9,Science
Computer Science,MATH,42,11,Arts
Physics,MATH,94,10,Science
Mathematics,PHYS,38,13,Science
Physics,PHYS,59,17,Engineering
Mathematics,PHYS,72,16,Engineering
Computer Science,MATH,82,15,Science
Computer Science,PHYS,60,18,Engineering
Computer Science,CS,93,17,Science
Mathematics,PHYS,94,8,Science
Physics,CS,60,15,Engineering
Physics,MATH,43,8,Arts
Mathematics,PHYS,58,5,Arts
Computer Science,PHYS,85,11,Science
Physics,PHYS,90,19,Engineering
Physics,CS,25,19,Science
Physics,MATH,74,20,Arts
Mathematics,MATH,74,15,Engineering
Physics,CS,32,17,Arts
Computer Science,MATH,62,9,Engineering
Physics,MATH,91,5,Arts
Physics,PHYS,36,7,Science
Physics,MATH,39,13,Engineering
Mathematics,MATH,36,13,Science
Mathematics,PHYS,21,20,Engineering
Physics,CS,31,12,Arts
Computer Science,CS,52,19,Arts
Physics,PHYS,28,20,Arts
Physics,PHYS,87,15,Engineering
Mathematics,PHYS,53,16,Science
Computer Science,MATH,27,17,Engineering
Physics,CS,95,7,Science
Computer Science,PHYS,93,8,Science
Mathematics,CS,66,11,Arts
Computer Science,PHYS,27,15,Engineering
Computer Science,MATH,83,14,Science
Mathematics,PHYS,85,19,Arts
Physics,MATH,51,7,Arts
Computer Science,PHYS,50,10,Science
Computer Science,MATH,92,9,Engineering
Mathematics,PHYS,20,16,Science
Mathematics,MATH,51,19,Science
Computer Science,PHYS,51,9,Science
Computer Science,CS,45,12,Engineering
Computer Science,PHYS,84,8,Engineering
Physics,MATH,67,16,Engineering
Mathematics,MATH,29,20,Arts
Computer Science,PHYS,31,8,Arts
Computer Science,MATH,84,6,Engineering
Computer Science,MATH,52,19,Arts
Mathematics,PHYS,78,15,Engineering
Mathematics,MATH,100,16,Engineering
Physics,PHYS,68,14,Arts
Mathematics,MATH,21,15,Engineering
Physics,CS,63,18,Science
Mathematics,CS,39,15,Arts
Mathematics,MATH,95,14,Arts
Computer Science,CS,88,13,Arts
Physics,CS,63,12,Engineering
Physics,CS,95,20,Arts
Mathematics,PHYS,76,18,Engineering
Mathematics,PHYS,90,7,Science
Physics,PHYS,78,15,Arts
Computer Science,CS,95,6,Science
Computer Science,MATH,34,12,Science
Mathematics,CS,28,8,Engineering
Computer Science,MATH,82,7,Arts
Physics,PHYS,41,20,Arts
Mathematics,CS,96,13,Science
Physics,CS,84,5,Engineering
Physics,CS,95,7,Science
Physics,MATH,66,10,Engineering
Mathematics,CS,66,20,Science
Computer Science,MATH,99,19,Engineering
Physics,MATH,83,9,Arts
Physics,MATH,67,6,Engineering
Physics,PHYS,52,19,Science
Mathematics,CS,75,18,Science
Physics,PHYS,80,16,Science
Computer Science,MATH,66,19,Science
Physics,MATH,80,18,Science
Mathematics,MATH,64,16,Science
Physics,MATH,79,19,Arts
Physics,MATH,69,8,Engineering
Mathematics,CS,49,18,Arts
Computer Science,MATH,62,5,Arts
Computer Science,PHYS,21,12,Science
Mathematics,PHYS,42,19,Science
Computer Science,CS,60,7,Arts
Mathematics,PHYS,95,11,Engineering
Computer Science,CS,80,6,Science
Computer Science,CS,78,13,Engineering
Computer Science,CS,95,20,Science
Mathematics,CS,70,15,Arts
Computer Science,CS,34,5,Engineering
Physics,MATH,84,16,Arts
Physics,PHYS,30,19,Science
Computer Science,PHYS,64,7,Science
Physics,CS,29,20,Engineering
Physics,CS,57,17,Science
Physics,CS,80,20,Engineering
Mathematics,CS,32,15,Arts
Mathematics,CS,83,18,Arts
Physics,CS,67,12,Science
Mathematics,CS,77,15,Arts
Computer Science,MATH,22,13,Science
Mathematics,MATH,67,13,Science
Mathematics,MATH,24,13,Arts
Physics,MATH,77,9,Science
Mathematics,MATH,36,16,Engineering
Computer Science,CS,91,20,Science
Physics,MATH,86,17,Engineering
Mathematics,PHYS,68,8,Arts
Mathematics,CS,65,16,Science
Mathematics,PHYS,82,5,Engineering
Mathematics,PHYS,30,5,Arts
Physics,PHYS,70,13,Science
Mathematics,PHYS,97,5,Engineering
Physics,PHYS,51,20,Science
Mathematics,CS,44,20,Arts
Mathematics,PHYS,41,15,Arts
Computer Science,CS,41,14,Engineering
Computer Science,CS,34,20,Science
Physics,MATH,79,18,Science
Physics,PHYS,94,11,Arts
Physics,MATH,70,18,Science
Computer Science,MATH,27,8,Science
Mathematics,CS,97,18,Engineering
Computer Science,MATH,30,9,Arts
Physics,CS,80,18,Science
Physics,MATH,79,8,Arts
Computer Science,CS,38,18,Arts
Mathematics,MATH,69,18,Arts
Physics,PHYS,85,19,Science
Mathematics,PHYS,63,11,Engineering
Physics,PHYS,77,18,Science
Physics,CS,89,20,Engineering
Computer Science,CS,47,15,Engineering
Mathematics,PHYS,50,7,Arts
Computer Science,MATH,46,20,Engineering
Computer Science,PHYS,87,19,Science
Mathematics,MATH,31,17,Science
Physics,MATH,74,9,Science
Mathematics,MATH,54,11,Science
Mathematics,CS,62,5,Arts
Computer Science,PHYS,45,16,Arts
Physics,PHYS,36,10,Science
Physics,MATH,33,16,Engineering
Computer Science,PHYS,79,12,Arts
Mathematics,PHYS,40,17,Engineering
Mathematics,MATH,46,14,Science
Computer Science,CS,24,8,Science
Physics,MATH,71,15,Arts
Mathematics,PHYS,51,17,Science
Mathematics,CS,53,9,Engineering
Computer Science,PHYS,51,9,Science
Physics,MATH,61,12,Arts
Mathematics,MATH,80,16,Engineering
Computer Science,CS,98,15,Engineering
Mathematics,CS,84,17,Science
Computer Science,CS,92,9,Science
Physics,MATH,50,7,Engineering
Physics,CS,36,5,Engineering
Physics,PHYS,66,7,Engineering
Physics,PHYS,50,8,Engineering
Computer Science,MATH,57,8,Science
Computer Science,MATH,38,15,Engineering
Computer Science,CS,29,8,Arts
Mathematics,CS,33,11,Science
Computer Science,MATH,26,7,Engineering
Mathematics,MATH,93,7,Arts
Mathematics,MATH,65,11,Engineering
Mathematics,PHYS,73,8,Arts
Computer Science,PHYS,74,8,Science
Mathematics,CS,43,17,Engineering
Mathematics,PHYS,35,13,Engineering
Mathematics,MATH,72,6,Science
Mathematics,CS,76,5,Arts
Mathematics,CS,67,12,Arts
Physics,MATH,95,5,Arts
Mathematics,MATH,98,13,Science
Mathematics,PHYS,91,13,Science
Computer Science,CS,48,13,Arts
Mathematics,CS,58,16,Arts
Computer Science,MATH,71,8,Science
Physics,MATH,98,13,Arts
Physics,PHYS,97,13,Science
Mathematics,MATH,57,12,Arts
Physics,CS,21,6,Science
Physics,MATH,60,15,Science
Physics,MATH,92,20,Arts
Physics,MATH,55,14,Engineering
Mathematics,CS,83,7,Engineering
Computer Science,CS,93,8,Arts
Computer Science,CS,94,19,Science
Computer Science,CS,36,10,Engineering
Computer Science,MATH,76,20,Arts
Mathematics,CS,48,10,Science
Computer Science,CS,78,10,Arts
Mathematics,CS,46,18,Arts
Physics,CS,83,14,Science
Physics,MATH,88,18,Engineering
Physics,CS,47,10,Arts
Physics,MATH,46,8,Arts
Computer Science,MATH,57,19,Science
Mathematics,PHYS,35,8,Arts
Mathematics,PHYS,85,10,Science
Computer Science,PHYS,58,19,Arts
Mathematics,CS,35,19,Engineering
Mathematics,MATH,27,10,Science
Computer Science,CS,67,10,Science
Physics,CS,25,11,Science
Physics,MATH,87,20,Arts
Physics,PHYS,38,18,Science
Computer Science,MATH,63,18,Engineering
Physics,CS,36,13,Science
Mathematics,CS,94,20,Arts
Mathematics,PHYS,49,15,Arts
Mathematics,MATH,37,19,Science
Computer Science,PHYS,38,16,Engineering
Physics,CS,76,9,Arts
Computer Science,PHYS,60,11,Engineering
Physics,CS,61,9,Science
Mathematics,PHYS,94,17,Science
Computer Science,PHYS,25,9,Arts
Computer Science,CS,69,14,Engineering
Mathematics,MATH,94,9,Science
Physics,PHYS,40,20,Engineering
Mathematics,CS,50,16,Engineering
Physics,CS,89,9,Engineering
Mathematics,PHYS,43,16,Science
Computer Science,MATH,85,19,Arts
Physics,CS,95,15,Engineering
Mathematics,PHYS,70,5,Engineering
Mathematics,MATH,96,15,Arts
Physics,PHYS,56,8,Science
Computer Science,MATH,22,17,Arts
Mathematics,MATH,78,20,Science
Computer Science,CS,85,5,Engineering
Mathematics,PHYS,65,16,Engineering
Mathematics,PHYS,23,10,Engineering
Physics,CS,23,10,Arts
Physics,CS,61,12,Science
Computer Science,MATH,94,16,Science
Computer Science,MATH,76,16,Engineering
Physics,PHYS,32,14,Engineering
Mathematics,PHYS,49,12,Engineering
Mathematics,CS,78,6,Engineering
Physics,CS,49,17,Arts
Physics,PHYS,91,5,Arts
Physics,MATH,41,17,Engineering
Computer Science,PHYS,45,20,Engineering
Mathematics,CS,80,6,Engineering
Computer Science,PHYS,43,5,Arts
Physics,CS,96,15,Science
Physics,MATH,91,6,Engineering
Physics,CS,22,17,Science
Mathematics,CS,44,15,Engineering
Mathematics,PHYS,22,15,Arts
Physics,MATH,94,14,Engineering
Physics,PHYS,73,5,Engineering
Physics,PHYS,99,7,Arts
Mathematics,CS,80,14,Arts
Computer Science,CS,68,11,Engineering
Mathematics,PHYS,98,5,Science
Mathematics,PHYS,98,6,Science
Mathematics,PHYS,78,11,Arts
Mathematics,PHYS,49,12,Science
Computer Science,CS,40,6,Science
Mathematics,PHYS,93,6,Science
Computer Science,CS,74,8,Science
Computer Science,CS,47,10,Engineering
Physics,MATH,31,17,Arts
Computer Science,PHYS,20,20,Arts
Computer Science,CS,62,14,Engineering
Physics,CS,34,12,Arts
Physics,MATH,67,18,Engineering
Computer Science,PHYS,60,8,Engineering
Computer Science,MATH,84,6,Arts
Computer Science,MATH,55,8,Science
Physics,MATH,58,6,Science
Computer Science,MATH,80,12,Arts
Physics,PHYS,82,10,Science
Physics,MATH,36,12,Engineering
Computer Science,PHYS,85,20,Engineering
Computer Science,PHYS,54,16,Science
Computer Science,CS,39,6,Engineering
Computer Science,MATH,24,15,Engineering
Physics,MATH,38,15,Science
Mathematics,CS,68,7,Arts
Physics,MATH,32,8,Arts
Computer Science,CS,33,20,Science
Mathematics,MATH,43,8,Science
Computer Science,MATH,63,11,Arts
Mathematics,PHYS,65,14,Science
Physics,MATH,73,20,Engineering
Mathematics,CS,83,17,Arts
Computer Science,CS,41,5,Arts
Physics,MATH,60,5,Engineering
Physics,MATH,88,10,Engineering
Physics,CS,20,7,Arts
Physics,CS,58,17,Engineering
Computer Science,MATH,30,6,Engineering
Computer Science,PHYS,70,10,Arts
Physics,CS,49,8,Science
Mathematics,CS,88,8,Engineering
Mathematics,CS,50,5,Engineering
Computer Science,CS,61,7,Science
Computer Science,CS,42,11,Science
Physics,PHYS,47,5,Science
Mathematics,CS,100,20,Science
Mathematics,MATH,56,5,Engineering
Physics,MATH,65,9,Engineering
Computer Science,MATH,87,15,Science
Mathematics,MATH,90,10,Arts
Computer Science,PHYS,64,16,Arts
Physics,PHYS,55,5,Engineering
Physics,MATH,30,12,Science
Physics,MATH,65,10,Arts
Mathematics,CS,62,5,Engineering
Physics,MATH,76,15,Science
Mathematics,CS,86,6,Science
Computer Science,CS,89,9,Engineering
Computer Science,MATH,74,5,Science
Mathematics,MATH,61,9,Science
Computer Science,PHYS,41,7,Arts
Mathematics,MATH,86,19,Engineering
Mathematics,PHYS,63,14,Science
Computer Science,MATH,24,7,Science
Physics,PHYS,39,11,Science
Mathematics,MATH,33,7,Arts
Physics,MATH,70,7,Science
Computer Science,PHYS,43,17,Arts
Computer Science,MATH,57,11,Arts
Computer Science,CS,58,7,Engineering
Computer Science,MATH,59,15,Arts
Physics,PHYS,33,9,Engineering
Computer Science,CS,49,20,Engineering
Computer Science,MATH,50,8,Science
Physics,MATH,83,15,Science
Physics,CS,33,19,Arts
Computer Science,CS,31,18,Engineering
Mathematics,PHYS,46,18,Science
Physics,PHYS,48,19,Science
Physics,CS,94,17,Science
Mathematics,PHYS,45,15,Science
Computer Science,PHYS,56,10,Arts
Mathematics,CS,54,13,Science
Mathematics,PHYS,29,18,Arts
Mathematics,MATH,83,9,Engineering
Physics,CS,84,6,Engineering
Mathematics,CS,73,16,Engineering
Mathematics,CS,37,11,Arts
Physics,CS,70,13,Arts
Physics,CS,52,8,Arts
Physics,CS,25,8,Engineering
Physics,CS,44,14,Science
Computer Science,PHYS,76,7,Arts
Computer Science,PHYS,67,14,Engineering
Computer Science,MATH,65,9,Engineering
Computer Science,CS,42,19,Engineering
Computer Science,CS,31,8,Arts
Mathematics,PHYS,31,7,Arts
Computer Science,CS,78,18,Engineering
Physics,PHYS,50,17,Science
Physics,CS,47,14,Engineering
Computer Science,CS,50,6,Arts
Computer Science,PHYS,63,14,Engineering
Mathematics,PHYS,75,20,Arts
Mathematics,PHYS,58,17,Engineering
Computer Science,PHYS,33,19,Science
Computer Science,PHYS,73,18,Science
Computer Science,CS,68,7,Engineering
Computer Science,PHYS,79,17,Engineering
Computer Science,PHYS,29,7,Science
Computer Science,MATH,79,11,Science
Mathematics,CS,94,6,Science
Computer Science,MATH,94,17,Science
Computer Science,CS,20,13,Science
Computer Science,CS,86,16,Engineering
Computer Science,CS,78,7,Arts
Mathematics,PHYS,64,8,Engineering
Physics,PHYS,30,9,Arts
Computer Science,MATH,38,18,Engineering
Physics,PHYS,83,20,Engineering
Mathematics,PHYS,64,10,Arts
Physics,CS,80,15,Arts
Mathematics,PHYS,58,13,Engineering
Physics,CS,49,6,Engineering
Physics,CS,81,17,Engineering
Computer Science,MATH,80,7,Engineering
Computer Science,PHYS,100,15,Engineering
Computer Science,PHYS,25,5,Arts
Physics,CS,47,10,Engineering
Physics,MATH,67,20,Science
Mathematics,CS,75,18,Science
Physics,MATH,52,11,Arts
Computer Science,CS,82,16,Engineering
Mathematics,PHYS,73,15,Arts
Mathematics,CS,29,20,Science
Physics,MATH,69,5,Engineering
Computer Science,CS,21,20,Engineering
Physics,PHYS,61,6,Science
Mathematics,CS,39,18,Arts
Mathematics,CS,36,19,Arts
Physics,CS,29,7,Science
Mathematics,CS,61,18,Science
Computer Science,PHYS,33,9,Science
Physics,MATH,57,13,Engineering
Mathematics,MATH,65,6,Engineering
Physics,CS,61,10,Science
Physics,PHYS,44,19,Arts
Computer Science,CS,65,16,Engineering
Mathematics,MATH,75,16,Science
Physics,MATH,65,13,Science
Mathematics,PHYS,21,14,Science
Physics,PHYS,52,5,Science
Physics,CS,37,16,Science
Computer Science,PHYS,86,17,Engineering
Physics,MATH,42,7,Arts
Physics,PHYS,69,16,Arts
Computer Science,MATH,81,13,Engineering
Mathematics,PHYS,86,9,Engineering
Computer Science,PHYS,90,8,Science
Mathematics,CS,50,9,Engineering
Physics,MATH,81,13,Science
Computer Science,CS,61,18,Science
Physics,PHYS,67,14,Engineering
Mathematics,CS,80,10,Engineering
Physics,CS,82,8,Science
Physics,CS,45,6,Science
Physics,PHYS,29,6,Arts
Mathematics,CS,62,5,Engineering
Mathematics,PHYS,65,19,Science
Mathematics,MATH,38,7,Science
Mathematics,CS,98,15,Engineering
Mathematics,PHYS,29,11,Arts
Computer Science,MATH,61,13,Engineering
Physics,PHYS,69,6,Arts
Mathematics,CS,97,7,Science
Computer Science,MATH,42,18,Science
Mathematics,CS,86,15,Science
Computer Science,CS,38,19,Science
Physics,PHYS,58,7,Engineering
Physics,MATH,40,18,Engineering
Physics,MATH,35,16,Arts
Computer Science,CS,87,20,Engineering
Physics,MATH,45,7,Science
Mathematics,CS,37,17,Science
Computer Science,CS,73,20,Science
Mathematics,MATH,91,12,Science
Mathematics,MATH,88,11,Science
Physics,CS,97,8,Arts
Computer Science,CS,52,11,Science
Physics,PHYS,48,14,Arts
Computer Science,CS,20,14,Engineering
Mathematics,CS,46,6,Science
Mathematics,MATH,76,7,Engineering
Computer Science,MATH,22,13,Science
Mathematics,MATH,93,14,Arts
Computer Science,CS,20,13,Engineering
Mathematics,PHYS,70,18,Engineering
Mathematics,CS,74,11,Science
Computer Science,PHYS,28,16,Arts
Mathematics,PHYS,79,14,Science
Physics,CS,44,10,Engineering
Physics,CS,50,12,Arts
Mathematics,CS,48,15,Engineering
Mathematics,CS,94,6,Engineering
Physics,MATH,37,11,Science
Physics,MATH,77,13,Science
Computer Science,PHYS,78,17,Science
Computer Science,MATH,62,19,Engineering
Computer Science,PHYS,70,20,Engineering
Mathematics,MATH,23,14,Arts
Physics,PHYS,99,5,Engineering
Physics,PHYS,65,19,Science
Mathematics,CS,47,9,Science
Physics,CS,48,20,Engineering
Mathematics,PHYS,40,16,Arts
Physics,CS,71,16,Science
Mathematics,CS,98,18,Arts
Computer Science,CS,40,7,Science
Mathematics,CS,30,12,Science
Mathematics,PHYS,82,20,Arts
Mathematics,PHYS,95,12,Engineering
Computer Science,MATH,48,10,Arts
Mathematics,PHYS,65,8,Engineering
Computer Science,CS,97,8,Engineering
Computer Science,CS,56,10,Arts
Mathematics,CS,73,12,Science
Computer Science,PHYS,59,18,Engineering
Mathematics,PHYS,71,6,Arts
Computer Science,CS,53,7,Engineering
Computer Science,MATH,36,6,Engineering
Mathematics,MATH,98,7,Engineering
Computer Science,PHYS,44,12,Science
Mathematics,PHYS,71,14,Engineering
Physics,PHYS,82,13,Engineering
Physics,MATH,86,5,Science
Computer Science,CS,65,13,Arts
Computer Science,PHYS,88,15,Science
Computer Science,PHYS,42,13,Engineering
Physics,CS,58,20,Engineering
Physics,MATH,39,5,Arts
Mathematics,PHYS,61,20,Science
Mathematics,PHYS,90,10,Engineering
Physics,PHYS,80,20,Engineering
Physics,MATH,82,20,Arts
Physics,CS,27,19,Arts
Physics,CS,53,12,Science
Computer Science,PHYS,53,11,Engineering
Computer Science,PHYS,26,19,Science
Mathematics,CS,58,19,Science
Computer Science,CS,24,11,Arts
Mathematics,CS,98,10,Arts
Mathematics,MATH,97,7,Science
